97.0,29.0
12.0,90.0
10.0,69.0
8.0,56.0
42.0,0.0
63.0,11.0
89.0,99.0
71.0,65.0
70.0,18.0
49.0,74.0
5.0,65.0
52.0,85.0
88.0,24.0
65.0,49.0
32.0,17.0
31.0,1.0
65.0,44.0
99.0,50.0
88.0,18.0
92.0,80.0
26.0,96.0
96.0,58.0
65.0,26.0
67.0,4.0
16.0,48.0
38.0,29.0
27.0,15.0
80.0,42.0
49.0,53.0
37.0,27.0
6.0,52.0
12.0,55.0
41.0,86.0
7.0,50.0
72.0,68.0
30.0,99.0
70.0,39.0
69.0,8.0
23.0,55.0
31.0,8.0
14.0,86.0
99.0,83.0
91.0,89.0
90.0,17.0
13.0,44.0
83.0,44.0
27.0,44.0
91.0,80.0
83.0,31.0
58.0,91.0
17.0,10.0
19.0,38.0
50.0,66.0
85.0,71.0
89.0,94.0
22.0,87.0
37.0,89.0
44.0,56.0
93.0,53.0
52.0,0.0
34.0,76.0
42.0,30.0
27.0,43.0
44.0,15.0
21.0,81.0
51.0,68.0
81.0,57.0
75.0,43.0
14.0,93.0
36.0,48.0
23.0,98.0
77.0,67.0
38.0,25.0
26.0,55.0
28.0,29.0
99.0,61.0
29.0,54.0
30.0,95.0
17.0,78.0
55.0,52.0
97.0,54.0
18.0,38.0
16.0,18.0
26.0,8.0
78.0,67.0
62.0,86.0
86.0,9.0
93.0,6.0
92.0,41.0
28.0,89.0
57.0,39.0
74.0,3.0
75.0,29.0
92.0,40.0
50.0,77.0
79.0,0.0
57.0,42.0
47.0,29.0
99.0,75.0
16.0,20.0
78.0,96.0
64.0,66.0
21.0,25.0
15.0,14.0
22.0,93.0
70.0,33.0
35.0,4.0
7.0,74.0
94.0,9.0
95.0,24.0
85.0,80.0
38.0,89.0
72.0,24.0
91.0,28.0
18.0,21.0
4.0,43.0
70.0,76.0
81.0,96.0
89.0,52.0
46.0,98.0
54.0,93.0
32.0,5.0
43.0,88.0
48.0,22.0
92.0,95.0
83.0,44.0
31.0,47.0
14.0,73.0
25.0,4.0
93.0,25.0
60.0,32.0
99.0,82.0
74.0,0.0
77.0,87.0
58.0,44.0
53.0,47.0
62.0,34.0
51.0,7.0
88.0,3.0
74.0,20.0
63.0,90.0
12.0,60.0
3.0,78.0
67.0,95.0
78.0,35.0
18.0,13.0
81.0,60.0
5.0,99.0
86.0,76.0
29.0,32.0
51.0,19.0
15.0,35.0
32.0,36.0
58.0,63.0
11.0,37.0
81.0,98.0
65.0,51.0
55.0,83.0
98.0,93.0
71.0,11.0
42.0,84.0
68.0,3.0
50.0,13.0
18.0,4.0
82.0,11.0
43.0,71.0
37.0,59.0
41.0,88.0
79.0,62.0
17.0,70.0
63.0,98.0
5.0,14.0
96.0,5.0
71.0,22.0
91.0,39.0
76.0,57.0
88.0,76.0
77.0,13.0
15.0,83.0
49.0,19.0
70.0,13.0
14.0,3.0
43.0,93.0
99.0,52.0
82.0,68.0
1.0,8.0
25.0,94.0
13.0,55.0
94.0,49.0
4.0,25.0
35.0,74.0
52.0,25.0
10.0,25.0
32.0,43.0
39.0,41.0
72.0,66.0
54.0,23.0
95.0,85.0
61.0,13.0
16.0,65.0
3.0,59.0
96.0,13.0
61.0,24.0
66.0,89.0
10.0,42.0
11.0,87.0
2.0,8.0
97.0,55.0
27.0,6.0
78.0,99.0
23.0,21.0
61.0,48.0
38.0,80.0
40.0,37.0
9.0,71.0
18.0,54.0
49.0,38.0
69.0,80.0
10.0,38.0
92.0,52.0
67.0,52.0
86.0,53.0
11.0,71.0
87.0,64.0
79.0,49.0
45.0,31.0
30.0,57.0
53.0,82.0
46.0,92.0
88.0,74.0
4.0,55.0
15.0,79.0
4.0,53.0
57.0,74.0
64.0,78.0
35.0,24.0
71.0,7.0
96.0,43.0
54.0,45.0
80.0,79.0
81.0,82.0
48.0,31.0
9.0,67.0
3.0,38.0
82.0,48.0
71.0,93.0
29.0,0.0
72.0,81.0
52.0,97.0
58.0,94.0
36.0,45.0
18.0,46.0
45.0,53.0
94.0,12.0
16.0,79.0
14.0,56.0
11.0,9.0
88.0,9.0
67.0,49.0
1.0,90.0
43.0,55.0
25.0,50.0
25.0,44.0
52.0,2.0
37.0,45.0
3.0,33.0
98.0,56.0
39.0,76.0
73.0,59.0
46.0,29.0
85.0,53.0
18.0,11.0
44.0,59.0
50.0,51.0
37.0,68.0
89.0,88.0
91.0,38.0
67.0,24.0
55.0,33.0
77.0,64.0
43.0,6.0
84.0,35.0
73.0,29.0
4.0,48.0
54.0,39.0
47.0,61.0
92.0,87.0
56.0,76.0
80.0,36.0
11.0,69.0
6.0,4.0
48.0,78.0
71.0,64.0
12.0,40.0
65.0,49.0
93.0,33.0
69.0,3.0
53.0,52.0
9.0,81.0
73.0,89.0
86.0,8.0
81.0,66.0
69.0,37.0
36.0,23.0
87.0,46.0
42.0,45.0
71.0,33.0
81.0,75.0
80.0,22.0
33.0,13.0
51.0,86.0
53.0,79.0
29.0,16.0
83.0,55.0
84.0,28.0
36.0,67.0
44.0,19.0
40.0,17.0
30.0,99.0
13.0,21.0
5.0,64.0
28.0,40.0
12.0,79.0
2.0,91.0
40.0,31.0
44.0,9.0
38.0,81.0
61.0,13.0
42.0,14.0
1.0,40.0
47.0,22.0
79.0,42.0
36.0,75.0
77.0,21.0
96.0,1.0
41.0,88.0
26.0,79.0
24.0,21.0
55.0,54.0
85.0,63.0
76.0,3.0
23.0,21.0
1.0,19.0
81.0,96.0
49.0,93.0
76.0,89.0
57.0,70.0
12.0,43.0
14.0,25.0
11.0,64.0
22.0,30.0
78.0,2.0
10.0,37.0
34.0,94.0
39.0,10.0
75.0,25.0
41.0,87.0
29.0,76.0
49.0,10.0
52.0,6.0
64.0,3.0
86.0,16.0
31.0,98.0
21.0,92.0
14.0,28.0
82.0,71.0
53.0,28.0
36.0,42.0
33.0,2.0
66.0,96.0
74.0,74.0
36.0,11.0
37.0,14.0
75.0,88.0
22.0,71.0
71.0,21.0
16.0,78.0
89.0,34.0
24.0,45.0
78.0,63.0
40.0,64.0
55.0,70.0
44.0,53.0
45.0,92.0
55.0,72.0
29.0,67.0
4.0,64.0
32.0,20.0
54.0,16.0
24.0,6.0
67.0,74.0
46.0,91.0
9.0,66.0
68.0,2.0
37.0,62.0
41.0,95.0
76.0,58.0
5.0,24.0
36.0,66.0
47.0,29.0
13.0,66.0
89.0,98.0
67.0,58.0
94.0,16.0
50.0,66.0
32.0,6.0
52.0,70.0
37.0,90.0
31.0,98.0
88.0,37.0
69.0,34.0
40.0,72.0
18.0,41.0
76.0,42.0
24.0,32.0
59.0,99.0
65.0,93.0
65.0,38.0
52.0,29.0
99.0,67.0
79.0,76.0
59.0,63.0
7.0,73.0
99.0,65.0
82.0,62.0
72.0,59.0
5.0,38.0
24.0,70.0
42.0,41.0
5.0,75.0
62.0,33.0
65.0,28.0
40.0,31.0
58.0,18.0
9.0,14.0
63.0,89.0
80.0,16.0
42.0,98.0
89.0,38.0
42.0,48.0
46.0,79.0
84.0,3.0
28.0,8.0
81.0,14.0
28.0,91.0
78.0,44.0
58.0,30.0
41.0,78.0
22.0,12.0
42.0,24.0
98.0,35.0
82.0,87.0
60.0,5.0
60.0,22.0
32.0,60.0
44.0,68.0
92.0,64.0
44.0,62.0
96.0,25.0
19.0,54.0
8.0,91.0
49.0,97.0
89.0,59.0
38.0,35.0
27.0,51.0
48.0,45.0
50.0,93.0
28.0,15.0
45.0,48.0
29.0,72.0
40.0,20.0
98.0,43.0
98.0,46.0
89.0,52.0
9.0,93.0
37.0,12.0
54.0,19.0
34.0,42.0
98.0,72.0
10.0,82.0
88.0,80.0
20.0,28.0
18.0,72.0
8.0,63.0
98.0,23.0
49.0,96.0
72.0,47.0
43.0,51.0
33.0,32.0
18.0,48.0
20.0,60.0
80.0,27.0
23.0,94.0
31.0,66.0
66.0,28.0
95.0,16.0
23.0,87.0
54.0,47.0
73.0,44.0
79.0,22.0
82.0,6.0
1.0,69.0
53.0,27.0
41.0,43.0
46.0,66.0
39.0,51.0
25.0,82.0
0.0,87.0
61.0,57.0
6.0,89.0
45.0,33.0
46.0,63.0
10.0,14.0
55.0,71.0
12.0,76.0
13.0,32.0
95.0,67.0
28.0,20.0
34.0,77.0
22.0,79.0
51.0,93.0
96.0,77.0
31.0,6.0
57.0,56.0
81.0,90.0
54.0,37.0
38.0,10.0
14.0,97.0
99.0,74.0
86.0,71.0
50.0,34.0
78.0,1.0
16.0,56.0
94.0,33.0
88.0,29.0
3.0,59.0
42.0,60.0
90.0,9.0
34.0,74.0
63.0,26.0
47.0,45.0
84.0,52.0
2.0,70.0
25.0,32.0
19.0,13.0
32.0,61.0
76.0,89.0
9.0,53.0
49.0,17.0
28.0,8.0
51.0,7.0
96.0,31.0
89.0,27.0
92.0,48.0
12.0,77.0
17.0,37.0
72.0,28.0
23.0,87.0
44.0,95.0
65.0,2.0
39.0,10.0
3.0,62.0
85.0,28.0
63.0,5.0
78.0,53.0
65.0,0.0
61.0,79.0
56.0,32.0
29.0,23.0
2.0,18.0
58.0,78.0
96.0,54.0
94.0,42.0
91.0,69.0
56.0,35.0
11.0,38.0
17.0,2.0
13.0,89.0
90.0,61.0
48.0,24.0
14.0,93.0
49.0,65.0
73.0,49.0
21.0,68.0
71.0,88.0
37.0,94.0
54.0,6.0
68.0,64.0
43.0,24.0
4.0,11.0
59.0,75.0
14.0,76.0
95.0,44.0
82.0,76.0
99.0,30.0
36.0,49.0
55.0,63.0
0.0,37.0
1.0,28.0
21.0,25.0
45.0,73.0
64.0,25.0
36.0,6.0
25.0,87.0
45.0,92.0
90.0,41.0
9.0,83.0
72.0,5.0
43.0,28.0
64.0,88.0
15.0,76.0
63.0,62.0
24.0,14.0
35.0,62.0
37.0,86.0
5.0,62.0
37.0,98.0
39.0,63.0
27.0,48.0
90.0,3.0
73.0,94.0
90.0,58.0
33.0,55.0
27.0,43.0
47.0,51.0
77.0,24.0
74.0,43.0
48.0,23.0
45.0,11.0
45.0,53.0
18.0,29.0
24.0,43.0
50.0,31.0
58.0,15.0
76.0,9.0
77.0,88.0
32.0,17.0
63.0,35.0
20.0,63.0
36.0,36.0
90.0,41.0
72.0,97.0
45.0,47.0
60.0,18.0
86.0,84.0
50.0,69.0
36.0,31.0
32.0,92.0
95.0,50.0
78.0,90.0
14.0,17.0
40.0,26.0
76.0,85.0
86.0,36.0
37.0,87.0
11.0,39.0
35.0,72.0
65.0,23.0
44.0,36.0
47.0,72.0
27.0,25.0
35.0,11.0
82.0,22.0
39.0,50.0
86.0,56.0
54.0,91.0
26.0,52.0
75.0,30.0
79.0,38.0
49.0,84.0
61.0,47.0
88.0,32.0
92.0,51.0
33.0,49.0
42.0,58.0
77.0,10.0
64.0,57.0
71.0,71.0
4.0,71.0
46.0,95.0
34.0,39.0
34.0,59.0
68.0,70.0
60.0,19.0
32.0,81.0
2.0,24.0
80.0,26.0
34.0,15.0
0.0,39.0
87.0,48.0
44.0,25.0
57.0,47.0
81.0,16.0
34.0,72.0
68.0,58.0
17.0,61.0
2.0,94.0
47.0,78.0
54.0,70.0
77.0,81.0
94.0,66.0
45.0,68.0
49.0,98.0
54.0,8.0
22.0,30.0
67.0,4.0
69.0,80.0
9.0,19.0
7.0,50.0
36.0,63.0
19.0,7.0
95.0,35.0
40.0,18.0
56.0,48.0
15.0,66.0
8.0,84.0
67.0,60.0
12.0,15.0
88.0,37.0
96.0,39.0
84.0,79.0
97.0,24.0
29.0,17.0
43.0,38.0
88.0,45.0
10.0,84.0
59.0,74.0
50.0,85.0
31.0,34.0
85.0,96.0
1.0,20.0
90.0,52.0
62.0,83.0
13.0,98.0
22.0,25.0
16.0,93.0
1.0,59.0
18.0,61.0
74.0,46.0
87.0,12.0
1.0,46.0
67.0,94.0
16.0,7.0
56.0,83.0
99.0,74.0
62.0,59.0
48.0,78.0
90.0,21.0
70.0,28.0
63.0,33.0
98.0,16.0
78.0,25.0
1.0,9.0
97.0,95.0
57.0,65.0
99.0,9.0
30.0,71.0
47.0,34.0
69.0,30.0
82.0,41.0
32.0,51.0
24.0,80.0
21.0,50.0
67.0,95.0
53.0,10.0
62.0,59.0
82.0,23.0
25.0,70.0
64.0,2.0
35.0,25.0
21.0,84.0
33.0,38.0
83.0,67.0
46.0,39.0
3.0,34.0
87.0,60.0
38.0,92.0
38.0,44.0
48.0,21.0
12.0,71.0
90.0,97.0
19.0,65.0
51.0,78.0
74.0,51.0
62.0,25.0
14.0,32.0
67.0,40.0
71.0,66.0
17.0,3.0
33.0,79.0
22.0,13.0
89.0,78.0
44.0,10.0
84.0,23.0
76.0,95.0
66.0,80.0
41.0,70.0
85.0,79.0
63.0,53.0
89.0,9.0
3.0,66.0
68.0,88.0
46.0,73.0
59.0,96.0
62.0,62.0
51.0,64.0
60.0,25.0
82.0,41.0
80.0,68.0
67.0,13.0
42.0,88.0
89.0,2.0
29.0,1.0
4.0,56.0
10.0,8.0
78.0,17.0
11.0,62.0
92.0,96.0
8.0,55.0
97.0,98.0
51.0,12.0
5.0,18.0
32.0,48.0
27.0,64.0
21.0,54.0
29.0,77.0
37.0,60.0
16.0,73.0
92.0,72.0
57.0,41.0
99.0,11.0
64.0,68.0
58.0,8.0
15.0,73.0
49.0,54.0
43.0,96.0
1.0,98.0
21.0,26.0
80.0,88.0
4.0,71.0
91.0,97.0
41.0,28.0
13.0,71.0
73.0,85.0
69.0,85.0
